title,revenue,budget,genres,imdbRating,BoxOffice
Toy Story,373554033.0,30000000,"Animation, Comedy, Family",8.3,"$229,947,062"
Toy Story,373554033.0,30000000,"Animation, Comedy, Family",8.3,"$229,947,062"
Toy Story,373554033.0,30000000,"Animation, Comedy, Family",8.3,"$229,947,062"
Jumanji,262797249.0,65000000,"Adventure, Fantasy, Family",7.1,"$100,499,940"
Jumanji,262797249.0,65000000,"Adventure, Fantasy, Family",7.1,"$100,499,940"
Jumanji,262797249.0,65000000,"Adventure, Fantasy, Family",7.1,"$100,499,940"
Grumpier Old Men,0.0,0,"Romance, Comedy",6.7,"$71,518,503"
Grumpier Old Men,0.0,0,"Romance, Comedy",6.7,"$71,518,503"
Waiting to Exhale,81452156.0,16000000,"Comedy, Drama, Romance",6.0,"$67,052,156"
Waiting to Exhale,81452156.0,16000000,"Comedy, Drama, Romance",6.0,"$67,052,156"
Waiting to Exhale,81452156.0,16000000,"Comedy, Drama, Romance",6.0,"$67,052,156"
Father of the Bride Part II,76578911.0,0,Comedy,6.1,"$76,594,107"
Father of the Bride Part II,76578911.0,0,Comedy,6.1,"$76,594,107"
Father of the Bride Part II,76578911.0,0,Comedy,6.1,"$76,594,107"
Heat,187436818.0,60000000,"Action, Crime, Drama, Thriller",8.3,"$67,436,818"
Heat,187436818.0,60000000,"Action, Crime, Drama, Thriller",8.3,"$67,436,818"
Heat,187436818.0,60000000,"Action, Crime, Drama, Thriller",8.3,"$67,436,818"
Sabrina,0.0,58000000,"Comedy, Romance",7.6,N/A
Sabrina,0.0,58000000,"Comedy, Romance",7.6,N/A
Sabrina,0.0,58000000,"Comedy, Romance",7.6,N/A
Sabrina,0.0,58000000,"Comedy, Romance",7.6,N/A
Sabrina,0.0,58000000,"Comedy, Romance",7.6,N/A
Sabrina,0.0,58000000,"Comedy, Romance",7.6,N/A
Tom and Huck,0.0,0,"Action, Adventure, Drama, Family",5.5,"$23,920,048"
Tom and Huck,0.0,0,"Action, Adventure, Drama, Family",5.5,"$23,920,048"
Tom and Huck,0.0,0,"Action, Adventure, Drama, Family",5.5,"$23,920,048"
Sudden Death,64350171.0,35000000,"Action, Adventure, Thriller",5.9,"$20,350,171"
Sudden Death,64350171.0,35000000,"Action, Adventure, Thriller",5.9,"$20,350,171"
Sudden Death,64350171.0,35000000,"Action, Adventure, Thriller",5.9,"$20,350,171"
GoldenEye,352194034.0,58000000,"Adventure, Action, Thriller",7.2,"$106,429,941"
GoldenEye,352194034.0,58000000,"Adventure, Action, Thriller",7.2,"$106,429,941"
GoldenEye,352194034.0,58000000,"Adventure, Action, Thriller",7.2,"$106,429,941"
The American President,107879496.0,62000000,"Comedy, Drama, Romance",6.8,"$60,079,496"
The American President,107879496.0,62000000,"Comedy, Drama, Romance",6.8,"$60,079,496"
The American President,107879496.0,62000000,"Comedy, Drama, Romance",6.8,"$60,079,496"
Dracula: Dead and Loving It,0.0,0,"Comedy, Horror",5.9,"$10,772,144"
Dracula: Dead and Loving It,0.0,0,"Comedy, Horror",5.9,"$10,772,144"
Dracula: Dead and Loving It,0.0,0,"Comedy, Horror",5.9,"$10,772,144"
Balto,11348324.0,0,"Family, Animation, Adventure",7.1,"$11,348,324"
Balto,11348324.0,0,"Family, Animation, Adventure",7.1,"$11,348,324"
Balto,11348324.0,0,"Family, Animation, Adventure",7.1,"$11,348,324"
Nixon,13681765.0,44000000,"History, Drama",7.0,"$13,681,765"
Nixon,13681765.0,44000000,"History, Drama",7.0,"$13,681,765"
Nixon,13681765.0,44000000,"History, Drama",7.0,"$13,681,765"
Cutthroat Island,10017322.0,98000000,"Action, Adventure",5.7,"$10,017,322"
Cutthroat Island,10017322.0,98000000,"Action, Adventure",5.7,"$10,017,322"
Cutthroat Island,10017322.0,98000000,"Action, Adventure",5.7,"$10,017,322"
Casino,116112375.0,52000000,"Drama, Crime",8.2,"$42,512,375"
Casino,116112375.0,52000000,"Drama, Crime",8.2,"$42,512,375"
Sense and Sensibility,135000000.0,16500000,"Drama, Romance",7.7,"$43,436,071"
Sense and Sensibility,135000000.0,16500000,"Drama, Romance",7.7,"$43,436,071"
Four Rooms,4300000.0,4000000,"Crime, Comedy",6.7,"$4,257,354"
Ace Ventura: When Nature Calls,212385533.0,30000000,"Crime, Comedy, Adventure",6.4,"$108,385,533"
Ace Ventura: When Nature Calls,212385533.0,30000000,"Crime, Comedy, Adventure",6.4,"$108,385,533"
Ace Ventura: When Nature Calls,212385533.0,30000000,"Crime, Comedy, Adventure",6.4,"$108,385,533"
Money Train,35431113.0,60000000,"Action, Comedy, Crime",5.7,"$35,431,113"
Money Train,35431113.0,60000000,"Action, Comedy, Crime",5.7,"$35,431,113"
Money Train,35431113.0,60000000,"Action, Comedy, Crime",5.7,"$35,431,113"
Get Shorty,115101622.0,30250000,"Comedy, Thriller, Crime",6.9,"$72,101,622"
Get Shorty,115101622.0,30250000,"Comedy, Thriller, Crime",6.9,"$72,101,622"
Get Shorty,115101622.0,30250000,"Comedy, Thriller, Crime",6.9,"$72,101,622"
Copycat,0.0,0,"Drama, Thriller",6.6,"$32,051,917"
Copycat,0.0,0,"Drama, Thriller",6.6,"$32,051,917"
Copycat,0.0,0,"Drama, Thriller",6.6,"$32,051,917"
Assassins,30303072.0,50000000,"Action, Adventure, Crime, Thriller",6.3,"$30,303,072"
Assassins,30303072.0,50000000,"Action, Adventure, Crime, Thriller",6.3,"$30,303,072"
Assassins,30303072.0,50000000,"Action, Adventure, Crime, Thriller",6.3,"$30,303,072"
Powder,0.0,0,"Drama, Fantasy, Science Fiction, Thriller",6.6,"$30,862,156"
Powder,0.0,0,"Drama, Fantasy, Science Fiction, Thriller",6.6,"$30,862,156"
Powder,0.0,0,"Drama, Fantasy, Science Fiction, Thriller",6.6,"$30,862,156"
Leaving Las Vegas,49800000.0,3600000,"Drama, Romance",7.5,"$32,029,928"
Leaving Las Vegas,49800000.0,3600000,"Drama, Romance",7.5,"$32,029,928"
Othello,0.0,0,Drama,6.8,"$2,844,379"
Othello,0.0,0,Drama,6.8,"$2,844,379"
Now and Then,27400000.0,12000000,"Comedy, Drama, Family",6.8,"$27,112,329"
Now and Then,27400000.0,12000000,"Comedy, Drama, Family",6.8,"$27,112,329"
Now and Then,27400000.0,12000000,"Comedy, Drama, Family",6.8,"$27,112,329"
Persuasion,0.0,0,"Drama, Romance",5.8,N/A
Persuasion,0.0,0,"Drama, Romance",5.8,N/A
The City of Lost Children,1738611.0,18000000,"Fantasy, Science Fiction, Adventure",7.4,"$1,738,611"
The City of Lost Children,1738611.0,18000000,"Fantasy, Science Fiction, Adventure",7.4,"$1,738,611"
The City of Lost Children,1738611.0,18000000,"Fantasy, Science Fiction, Adventure",7.4,"$1,738,611"
Shanghai Triad,0.0,0,"Drama, Crime",7.1,"$2,086,101"
Shanghai Triad,0.0,0,"Drama, Crime",7.1,"$2,086,101"
Shanghai Triad,0.0,0,"Drama, Crime",7.1,"$2,086,101"
Dangerous Minds,180000000.0,0,"Drama, Crime",6.5,"$84,919,401"
Dangerous Minds,180000000.0,0,"Drama, Crime",6.5,"$84,919,401"
Wings of Courage,0.0,0,"Romance, Adventure",6.4,"$15,054,636"
Wings of Courage,0.0,0,"Romance, Adventure",6.4,"$15,054,636"
Babe,254134910.0,30000000,"Fantasy, Drama, Comedy, Family",6.9,"$63,658,910"
Babe,254134910.0,30000000,"Fantasy, Drama, Comedy, Family",6.9,"$63,658,910"
Babe,254134910.0,30000000,"Fantasy, Drama, Comedy, Family",6.9,"$63,658,910"
Carrington,0.0,0,"History, Drama, Romance",6.8,"$3,242,342"
Carrington,0.0,0,"History, Drama, Romance",6.8,"$3,242,342"
Carrington,0.0,0,"History, Drama, Romance",6.8,"$3,242,342"
Dead Man Walking,39363635.0,11000000,Drama,7.5,"$39,363,635"
Dead Man Walking,39363635.0,11000000,Drama,7.5,"$39,363,635"
Across the Sea of Time,0.0,0,"Adventure, History, Drama, Family",6.4,"$16,015,639"
Across the Sea of Time,0.0,0,"Adventure, History, Drama, Family",6.4,"$16,015,639"
Across the Sea of Time,0.0,0,"Adventure, History, Drama, Family",6.4,"$16,015,639"
It Takes Two,0.0,0,"Comedy, Family, Romance",6.0,"$19,474,589"
It Takes Two,0.0,0,"Comedy, Family, Romance",6.0,"$19,474,589"
It Takes Two,0.0,0,"Comedy, Family, Romance",6.0,"$19,474,589"
Clueless,0.0,12000000,"Comedy, Drama, Romance",6.9,"$56,631,572"
Clueless,0.0,12000000,"Comedy, Drama, Romance",6.9,"$56,631,572"
"Cry, the Beloved Country",676525.0,0,Drama,6.8,"$670,727"
"Cry, the Beloved Country",676525.0,0,Drama,6.8,"$670,727"
Richard III,0.0,0,"Drama, War",7.3,"$2,684,904"
Richard III,0.0,0,"Drama, War",7.3,"$2,684,904"
Richard III,0.0,0,"Drama, War",7.3,"$2,684,904"
Dead Presidents,0.0,10000000,"Action, Crime, Drama, History",6.9,"$24,147,179"
Dead Presidents,0.0,10000000,"Action, Crime, Drama, History",6.9,"$24,147,179"
Dead Presidents,0.0,10000000,"Action, Crime, Drama, History",6.9,"$24,147,179"
Restoration,0.0,19000000,"Drama, Romance",6.6,"$4,005,941"
Restoration,0.0,19000000,"Drama, Romance",6.6,"$4,005,941"
Restoration,0.0,19000000,"Drama, Romance",6.6,"$4,005,941"
Mortal Kombat,122195920.0,18000000,"Action, Fantasy",6.1,"$42,326,031"
Mortal Kombat,122195920.0,18000000,"Action, Fantasy",6.1,"$42,326,031"
Mortal Kombat,122195920.0,18000000,"Action, Fantasy",6.1,"$42,326,031"
To Die For,21284514.0,20000000,"Fantasy, Drama, Comedy, Thriller",6.8,"$21,284,514"
To Die For,21284514.0,20000000,"Fantasy, Drama, Comedy, Thriller",6.8,"$21,284,514"
To Die For,21284514.0,20000000,"Fantasy, Drama, Comedy, Thriller",6.8,"$21,284,514"
Se7en,327311859.0,33000000,"Crime, Mystery, Thriller",8.6,"$101,871,174"
Se7en,327311859.0,33000000,"Crime, Mystery, Thriller",8.6,"$101,871,174"
Se7en,327311859.0,33000000,"Crime, Mystery, Thriller",8.6,"$101,871,174"
Pocahontas,346079773.0,55000000,"Adventure, Animation, Drama, Family",6.7,"$141,579,773"
Pocahontas,346079773.0,55000000,"Adventure, Animation, Drama, Family",6.7,"$141,579,773"
Pocahontas,346079773.0,55000000,"Adventure, Animation, Drama, Family",6.7,"$141,579,773"
When Night Is Falling,0.0,0,"Drama, Romance",6.5,"$919,671"
When Night Is Falling,0.0,0,"Drama, Romance",6.5,"$919,671"
The Usual Suspects,23341568.0,6000000,"Drama, Crime, Thriller",8.5,"$23,341,568"
The Usual Suspects,23341568.0,6000000,"Drama, Crime, Thriller",8.5,"$23,341,568"
The Usual Suspects,23341568.0,6000000,"Drama, Crime, Thriller",8.5,"$23,341,568"
Guardian Angel,0.0,0,"Action, Thriller, Drama",N/A,N/A
Mighty Aphrodite,6700000.0,15000000,"Comedy, Romance",7.0,"$6,468,498"
Mighty Aphrodite,6700000.0,15000000,"Comedy, Romance",7.0,"$6,468,498"
Mighty Aphrodite,6700000.0,15000000,"Comedy, Romance",7.0,"$6,468,498"
Lamerica,0.0,0,"Drama, Foreign",7.4,"$438,483"
Lamerica,0.0,0,"Drama, Foreign",7.4,"$438,483"
The Big Green,0.0,0,"Action, Adventure, Comedy, Family",5.5,"$17,736,619"
The Big Green,0.0,0,"Action, Adventure, Comedy, Family",5.5,"$17,736,619"
The Big Green,0.0,0,"Action, Adventure, Comedy, Family",5.5,"$17,736,619"
Georgia,0.0,0,Drama,6.5,"$1,110,104"
Georgia,0.0,0,Drama,6.5,"$1,110,104"
Kids of the Round Table,0.0,0,,5.1,N/A
Kids of the Round Table,0.0,0,,5.1,N/A
Kids of the Round Table,0.0,0,,5.1,N/A
Home for the Holidays,17519169.0,0,"Comedy, Drama, Romance",6.6,"$17,519,169"
Home for the Holidays,17519169.0,0,"Comedy, Drama, Romance",6.6,"$17,519,169"
Home for the Holidays,17519169.0,0,"Comedy, Drama, Romance",6.6,"$17,519,169"
The Postman,0.0,0,"Comedy, Drama, Romance",6.1,"$17,626,234"
The Postman,0.0,0,"Comedy, Drama, Romance",6.1,"$17,626,234"
The Postman,0.0,0,"Comedy, Drama, Romance",6.1,"$17,626,234"
The Confessional,0.0,0,"Thriller, Drama, Mystery",7.4,"$575,001"
The Confessional,0.0,0,"Thriller, Drama, Mystery",7.4,"$575,001"
The Confessional,0.0,0,"Thriller, Drama, Mystery",7.4,"$575,001"
The Indian in the Cupboard,0.0,45000000,"Adventure, Family, Fantasy",6.0,"$35,656,131"
The Indian in the Cupboard,0.0,45000000,"Adventure, Family, Fantasy",6.0,"$35,656,131"
The Indian in the Cupboard,0.0,45000000,"Adventure, Family, Fantasy",6.0,"$35,656,131"
Eye for an Eye,0.0,20000000,"Drama, Thriller",6.2,"$26,877,589"
Eye for an Eye,0.0,20000000,"Drama, Thriller",6.2,"$26,877,589"
Eye for an Eye,0.0,20000000,"Drama, Thriller",6.2,"$26,877,589"
Mr. Holland's Opus,106269971.0,0,"Music, Drama, Family",7.3,"$82,569,971"
Mr. Holland's Opus,106269971.0,0,"Music, Drama, Family",7.3,"$82,569,971"
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,0.0,0,Comedy,6.5,"$20,109,115"
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,0.0,0,Comedy,6.5,"$20,109,115"
Two If by Sea,0.0,0,"Comedy, Romance",5.3,"$10,658,278"
Two If by Sea,0.0,0,"Comedy, Romance",5.3,"$10,658,278"
Two If by Sea,0.0,0,"Comedy, Romance",5.3,"$10,658,278"
Bio-Dome,0.0,15000000,Comedy,4.4,"$13,427,615"
Lawnmower Man 2: Beyond Cyberspace,2409225.0,0,"Action, Science Fiction",2.6,"$2,409,225"
Lawnmower Man 2: Beyond Cyberspace,2409225.0,0,"Action, Science Fiction",2.6,"$2,409,225"
Lawnmower Man 2: Beyond Cyberspace,2409225.0,0,"Action, Science Fiction",2.6,"$2,409,225"
Two Bits,0.0,0,"Drama, Family",6.1,"$26,282"
Two Bits,0.0,0,"Drama, Family",6.1,"$26,282"
French Twist,0.0,0,"Comedy, Romance",6.4,"$1,026,646"
French Twist,0.0,0,"Comedy, Romance",6.4,"$1,026,646"
French Twist,0.0,0,"Comedy, Romance",6.4,"$1,026,646"
Friday,28215918.0,3500000,Comedy,7.2,"$27,467,564"
Friday,28215918.0,3500000,Comedy,7.2,"$27,467,564"
From Dusk Till Dawn,25836616.0,19000000,"Horror, Action, Thriller, Crime",7.2,"$25,836,616"
From Dusk Till Dawn,25836616.0,19000000,"Horror, Action, Thriller, Crime",7.2,"$25,836,616"
From Dusk Till Dawn,25836616.0,19000000,"Horror, Action, Thriller, Crime",7.2,"$25,836,616"
Fair Game,11534477.0,50000000,"Action, Thriller, Romance",6.8,"$9,540,691"
Fair Game,11534477.0,50000000,"Action, Thriller, Romance",6.8,"$9,540,691"
Fair Game,11534477.0,50000000,"Action, Thriller, Romance",6.8,"$9,540,691"
Kicking and Screaming,718490.0,0,"Comedy, Drama, Romance",6.6,"$718,490"
Kicking and Screaming,718490.0,0,"Comedy, Drama, Romance",6.6,"$718,490"
Kicking and Screaming,718490.0,0,"Comedy, Drama, Romance",6.6,"$718,490"
Les Miserables,0.0,0,"Drama, History",7.3,N/A
Les Miserables,0.0,0,"Drama, History",7.3,N/A
Bed of Roses,19030691.0,0,"Drama, Romance",6.1,"$19,030,691"
Bed of Roses,19030691.0,0,"Drama, Romance",6.1,"$19,030,691"
Big Bully,2042530.0,15000000,"Comedy, Family",4.8,"$2,042,530"
Big Bully,2042530.0,15000000,"Comedy, Family",4.8,"$2,042,530"
Screamers,5781885.0,20000000,"Horror, Science Fiction",6.3,"$5,711,695"
Screamers,5781885.0,20000000,"Horror, Science Fiction",6.3,"$5,711,695"
Screamers,5781885.0,20000000,"Horror, Science Fiction",6.3,"$5,711,695"
Nico Icon,0.0,0,Documentary,7.2,"$306,691"
Nico Icon,0.0,0,Documentary,7.2,"$306,691"
Nico Icon,0.0,0,Documentary,7.2,"$306,691"
The Crossing Guard,0.0,0,"Drama, Thriller",6.3,"$868,979"
The Crossing Guard,0.0,0,"Drama, Thriller",6.3,"$868,979"
The Juror,0.0,44000000,"Drama, Thriller",5.7,"$22,754,725"
The Juror,0.0,44000000,"Drama, Thriller",5.7,"$22,754,725"
The Juror,0.0,44000000,"Drama, Thriller",5.7,"$22,754,725"
The White Balloon,0.0,0,"Family, Drama",7.6,"$924,940"
The White Balloon,0.0,0,"Family, Drama",7.6,"$924,940"
Things to Do in Denver When You're Dead,529766.0,8000000,"Drama, Crime",6.7,"$529,766"
Things to Do in Denver When You're Dead,529766.0,8000000,"Drama, Crime",6.7,"$529,766"
Things to Do in Denver When You're Dead,529766.0,8000000,"Drama, Crime",6.7,"$529,766"
Antonia's Line,0.0,900000,"Drama, Comedy",7.4,"$4,228,275"
Antonia's Line,0.0,900000,"Drama, Comedy",7.4,"$4,228,275"
Once Upon a Time... When We Were Colored,0.0,0,"Romance, Drama",7.4,"$2,291,255"
Once Upon a Time... When We Were Colored,0.0,0,"Romance, Drama",7.4,"$2,291,255"
Last Summer in the Hamptons,0.0,0,,5.8,"$801,984"
Last Summer in the Hamptons,0.0,0,,5.8,"$801,984"
Angels and Insects,0.0,0,"Drama, Romance",6.8,"$3,414,301"
Angels and Insects,0.0,0,"Drama, Romance",6.8,"$3,414,301"
White Squall,10300000.0,38000000,"Action, Drama",6.6,"$10,292,300"
White Squall,10300000.0,38000000,"Action, Drama",6.6,"$10,292,300"
Dunston Checks In,0.0,16000000,"Adventure, Comedy, Family",5.4,"$9,871,065"
Dunston Checks In,0.0,16000000,"Adventure, Comedy, Family",5.4,"$9,871,065"
Dunston Checks In,0.0,16000000,"Adventure, Comedy, Family",5.4,"$9,871,065"
Black Sheep,32.0,0,Comedy,6.2,"$32,417,995"
Nick of Time,8175346.0,8169363,"Crime, Drama, Thriller",6.3,"$8,175,346"
Nick of Time,8175346.0,8169363,"Crime, Drama, Thriller",6.3,"$8,175,346"
Nick of Time,8175346.0,8169363,"Crime, Drama, Thriller",6.3,"$8,175,346"
The Journey of August King,0.0,0,Drama,6.5,"$14,381"
Mary Reilly,12379402.0,47000000,"Drama, Horror, Thriller, Romance",5.8,"$5,707,094"
Mary Reilly,12379402.0,47000000,"Drama, Horror, Thriller, Romance",5.8,"$5,707,094"
Mary Reilly,12379402.0,47000000,"Drama, Horror, Thriller, Romance",5.8,"$5,707,094"
Vampire in Brooklyn,19800000.0,14000000,"Comedy, Horror, Romance",4.7,"$19,751,736"
Vampire in Brooklyn,19800000.0,14000000,"Comedy, Horror, Romance",4.7,"$19,751,736"
Vampire in Brooklyn,19800000.0,14000000,"Comedy, Horror, Romance",4.7,"$19,751,736"
Beautiful Girls,0.0,0,"Comedy, Drama, Romance",7.1,"$10,597,759"
Beautiful Girls,0.0,0,"Comedy, Drama, Romance",7.1,"$10,597,759"
Beautiful Girls,0.0,0,"Comedy, Drama, Romance",7.1,"$10,597,759"
Broken Arrow,150270147.0,50000000,"Action, Adventure, Drama, Thriller",6.1,"$70,770,147"
Broken Arrow,150270147.0,50000000,"Action, Adventure, Drama, Thriller",6.1,"$70,770,147"
Broken Arrow,150270147.0,50000000,"Action, Adventure, Drama, Thriller",6.1,"$70,770,147"
A Midwinter's Tale,0.0,0,Comedy,7.2,"$469,571"
Shopping,0.0,0,"Action, Adventure, Drama, Science Fiction, Thriller",5.4,"$3,061"
Shopping,0.0,0,"Action, Adventure, Drama, Science Fiction, Thriller",5.4,"$3,061"
Shopping,0.0,0,"Action, Adventure, Drama, Science Fiction, Thriller",5.4,"$3,061"
Heidi Fleiss: Hollywood Madam,0.0,0,Documentary,6.6,"$34,402"
Heidi Fleiss: Hollywood Madam,0.0,0,Documentary,6.6,"$34,402"
City Hall,0.0,0,"Drama, Thriller",6.2,"$20,340,204"
City Hall,0.0,0,"Drama, Thriller",6.2,"$20,340,204"
City Hall,0.0,0,"Drama, Thriller",6.2,"$20,340,204"
Bottle Rocket,560069.0,7000000,"Comedy, Crime, Drama",6.9,"$560,069"
Bottle Rocket,560069.0,7000000,"Comedy, Crime, Drama",6.9,"$560,069"
Bottle Rocket,560069.0,7000000,"Comedy, Crime, Drama",6.9,"$560,069"
Mr. Wrong,0.0,0,"Comedy, Romance",3.8,"$12,825,141"
Unforgettable,0.0,18000000,"Drama, Mystery, Science Fiction, Thriller",6.8,
Unforgettable,0.0,18000000,"Drama, Mystery, Science Fiction, Thriller",6.8,
Unforgettable,0.0,18000000,"Drama, Mystery, Science Fiction, Thriller",6.8,
Happy Gilmore,41205099.0,12000000,Comedy,7.0,"$39,041,354"
Happy Gilmore,41205099.0,12000000,Comedy,7.0,"$39,041,354"
The Bridges of Madison County,182016617.0,24000000,"Drama, Romance",7.6,"$71,516,617"
The Bridges of Madison County,182016617.0,24000000,"Drama, Romance",7.6,"$71,516,617"
Nobody Loves Me,0.0,0,"Drama, Comedy, Family",7.2,N/A
Nobody Loves Me,0.0,0,"Drama, Comedy, Family",7.2,N/A
Muppet Treasure Island,34327391.0,0,"Action, Comedy, Music, Family, Adventure",6.9,"$34,327,391"
Muppet Treasure Island,34327391.0,0,"Action, Comedy, Music, Family, Adventure",6.9,"$34,327,391"
Muppet Treasure Island,34327391.0,0,"Action, Comedy, Music, Family, Adventure",6.9,"$34,327,391"
Catwalk,0.0,0,Documentary,7.1,"$28,672"
Headless Body in Topless Bar,0.0,0,Crime,4.8,N/A
Headless Body in Topless Bar,0.0,0,Crime,4.8,N/A
Headless Body in Topless Bar,0.0,0,Crime,4.8,N/A
Braveheart,210000000.0,72000000,"Action, Drama, History, War",8.3,"$75,609,945"
Braveheart,210000000.0,72000000,"Action, Drama, History, War",8.3,"$75,609,945"
Braveheart,210000000.0,72000000,"Action, Drama, History, War",8.3,"$75,609,945"
Taxi Driver,28262574.0,1300000,"Crime, Drama",8.2,"$28,262,574"
Taxi Driver,28262574.0,1300000,"Crime, Drama",8.2,"$28,262,574"
Rumble in the Bronx,32392047.0,7500000,"Crime, Action, Comedy, Thriller",6.8,"$32,392,047"
Rumble in the Bronx,32392047.0,7500000,"Crime, Action, Comedy, Thriller",6.8,"$32,392,047"
Rumble in the Bronx,32392047.0,7500000,"Crime, Action, Comedy, Thriller",6.8,"$32,392,047"
Before and After,0.0,35000000,"Drama, Thriller",6.1,"$8,797,839"
Before and After,0.0,35000000,"Drama, Thriller",6.1,"$8,797,839"
Before and After,0.0,35000000,"Drama, Thriller",6.1,"$8,797,839"
Margaret's Museum,0.0,0,Drama,7.2,"$524,963"
Happiness Is in the Field,0.0,13365000,Comedy,7.0,"$414,736"
Anne Frank Remembered,1.0,0,"Documentary, Drama, Foreign",8.1,"$1,310,200"
Anne Frank Remembered,1.0,0,"Documentary, Drama, Foreign",8.1,"$1,310,200"
Anne Frank Remembered,1.0,0,"Documentary, Drama, Foreign",8.1,"$1,310,200"
The Young Poisoner's Handbook,0.0,0,"Comedy, Crime, Drama",7.0,"$536,825"
The Young Poisoner's Handbook,0.0,0,"Comedy, Crime, Drama",7.0,"$536,825"
The Young Poisoner's Handbook,0.0,0,"Comedy, Crime, Drama",7.0,"$536,825"
If Lucy Fell,0.0,0,"Comedy, Romance",4.9,"$2,420,162"
If Lucy Fell,0.0,0,"Comedy, Romance",4.9,"$2,420,162"
Steal Big Steal Little,6278139.0,25000000,"Comedy, Drama",4.7,"$3,150,170"
Race the Sun,0.0,0,"Action, Adventure, Comedy, Drama, Family",5.4,"$1,945,552"
Race the Sun,0.0,0,"Action, Adventure, Comedy, Drama, Family",5.4,"$1,945,552"
Race the Sun,0.0,0,"Action, Adventure, Comedy, Drama, Family",5.4,"$1,945,552"
The Boys of St. Vincent,0.0,0,Drama,7.5,"$204,540"
The Boys of St. Vincent,0.0,0,Drama,7.5,"$204,540"
Boomerang,70100000.0,40000000,"Comedy, Romance",5.6,"$70,052,444"
Boomerang,70100000.0,40000000,"Comedy, Romance",5.6,"$70,052,444"
Boomerang,70100000.0,40000000,"Comedy, Romance",5.6,"$70,052,444"
Chungking Express,0.0,0,"Drama, Comedy, Romance",7.9,"$600,200"
Chungking Express,0.0,0,"Drama, Comedy, Romance",7.9,"$600,200"
Chungking Express,0.0,0,"Drama, Comedy, Romance",7.9,"$600,200"
The Star Maker,0.0,0,"Drama, Romance",7.4,"$371,674"
The Star Maker,0.0,0,"Drama, Romance",7.4,"$371,674"
Flirting with Disaster,14702438.0,7000000,"Comedy, Romance",6.7,"$14,702,438"
The Silences of the Palace,0.0,0,Drama,7.4,N/A
Jupiter's Wife,0.0,0,,7.1,"$10,622"
Jupiter's Wife,0.0,0,,7.1,"$10,622"
Jupiter's Wife,0.0,0,,7.1,"$10,622"
Pie in the Sky,0.0,0,"Comedy, Romance",7.7,
Pie in the Sky,0.0,0,"Comedy, Romance",7.7,
Pie in the Sky,0.0,0,"Comedy, Romance",7.7,
Angela,0.0,0,"Comedy, Drama",6.6,
Frankie Starlight,0.0,0,"Drama, Romance, War",6.5,"$103,365"
Frankie Starlight,0.0,0,"Drama, Romance, War",6.5,"$103,365"
Frankie Starlight,0.0,0,"Drama, Romance, War",6.5,"$103,365"
Jade,9851610.0,50000000,"Action, Thriller, Mystery, Romance",5.3,"$9,851,610"
Jade,9851610.0,50000000,"Action, Thriller, Mystery, Romance",5.3,"$9,851,610"
Jade,9851610.0,50000000,"Action, Thriller, Mystery, Romance",5.3,"$9,851,610"
Nueba Yol,0.0,0,"Comedy, Drama, Romance",7.1,"$984,681"
Nueba Yol,0.0,0,"Comedy, Drama, Romance",7.1,"$984,681"
Sonic Outlaws,0.0,0,"Music, Documentary",7.4,N/A
Down Periscope,0.0,0,Comedy,6.2,"$25,785,603"
From the Journals of Jean Seberg,0.0,0,Documentary,7.1,N/A
From the Journals of Jean Seberg,0.0,0,Documentary,7.1,N/A
Man of the Year,209935.0,0,Comedy,6.2,"$37,327,390"
Man of the Year,209935.0,0,Comedy,6.2,"$37,327,390"
Man of the Year,209935.0,0,Comedy,6.2,"$37,327,390"
The Neon Bible,0.0,0,Drama,6.2,"$78,072"
Target,0.0,0,,5.9,"$9,023,199"
Target,0.0,0,,5.9,"$9,023,199"
Target,0.0,0,,5.9,"$9,023,199"
The Birdcage,185260553.0,31000000,Comedy,7.2,"$124,060,553"
Virgin Mary,0.0,0,Drama,N/A,N/A
The Brothers McMullen,0.0,0,"Comedy, Drama, Romance",6.6,"$10,426,506"
The Brothers McMullen,0.0,0,"Comedy, Drama, Romance",6.6,"$10,426,506"
The Brothers McMullen,0.0,0,"Comedy, Drama, Romance",6.6,"$10,426,506"
Bad Boys,141407024.0,19000000,"Action, Comedy, Crime, Thriller",6.8,"$65,807,024"
Bad Boys,141407024.0,19000000,"Action, Comedy, Crime, Thriller",6.8,"$65,807,024"
Bad Boys,141407024.0,19000000,"Action, Comedy, Crime, Thriller",6.8,"$65,807,024"
The Amazing Panda Adventure,0.0,0,"Action, Adventure, Drama, Family",5.7,"$7,506,759"
The Amazing Panda Adventure,0.0,0,"Action, Adventure, Drama, Family",5.7,"$7,506,759"
The Amazing Panda Adventure,0.0,0,"Action, Adventure, Drama, Family",5.7,"$7,506,759"
The Basketball Diaries,0.0,0,"Drama, Crime",7.3,"$2,381,087"
The Basketball Diaries,0.0,0,"Drama, Crime",7.3,"$2,381,087"
The Basketball Diaries,0.0,0,"Drama, Crime",7.3,"$2,381,087"
An Awfully Big Adventure,851545.0,4000000,"Romance, Drama, Comedy",5.8,"$259,724"
An Awfully Big Adventure,851545.0,4000000,"Romance, Drama, Comedy",5.8,"$259,724"
An Awfully Big Adventure,851545.0,4000000,"Romance, Drama, Comedy",5.8,"$259,724"
